"business_id","date","code","description"
"3D8FB96C-C614-4676-89D3-0664A5789332","20160606","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3D8FB96C-C614-4676-89D3-0664A5789332","20141208","",""
"3D8FB96C-C614-4676-89D3-0664A5789332","20150225","",""
"3D8FB96C-C614-4676-89D3-0664A5789332","20160613","NFS02","Every food premise shall be operated and maintained such that, the premises are free from every condition that may
"
"3D8FB96C-C614-4676-89D3-0664A5789332","20141209","",""
"3D91C2DB-CB40-4D0D-823F-B6526DCA3F78","20150617","",""
"3D91C2DB-CB40-4D0D-823F-B6526DCA3F78","20110802","",""
"3D98C6A3-6A8D-4180-94B9-D32756F6B8FC","20101007","",""
"3D98C6A3-6A8D-4180-94B9-D32756F6B8FC","20101006","",""
"3D98C6A3-6A8D-4180-94B9-D32756F6B8FC","20111101","",""
"3D98C6A3-6A8D-4180-94B9-D32756F6B8FC","20100511","",""
"3D98C6A3-6A8D-4180-94B9-D32756F6B8FC","20120419","",""
"3D98C6A3-6A8D-4180-94B9-D32756F6B8FC","20160616","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3D98C6A3-6A8D-4180-94B9-D32756F6B8FC","20160616","NFS32","Cooking equipment shall be, [Sec. 58]
"
"3DAC049C-6293-43B4-9133-0B884AD4050D","20160530","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3DAC049C-6293-43B4-9133-0B884AD4050D","20160530","NFS12","Every food premise shall be provided with:
"
"3DAC049C-6293-43B4-9133-0B884AD4050D","20151210","NFS26","Every operator or employee who handles or comes in contact with food or with any utensil used in the manufacture, storage, display, sale or offering for sale, preparation, processing or service of food shall,[Sec.65(1)]
"
"3DAC049C-6293-43B4-9133-0B884AD4050D","20151210","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"3DAC049C-6293-43B4-9133-0B884AD4050D","20110830","",""
"3DAC049C-6293-43B4-9133-0B884AD4050D","20120326","",""
"3DAD19BE-4DC1-4698-BD52-3EE0DFFAA124","20111003","",""
"3DAD19BE-4DC1-4698-BD52-3EE0DFFAA124","20131109","",""
"3DAD19BE-4DC1-4698-BD52-3EE0DFFAA124","20150730","",""
"3DAD19BE-4DC1-4698-BD52-3EE0DFFAA124","20110629","",""
"3DAD19BE-4DC1-4698-BD52-3EE0DFFAA124","20160804","NFS44","Utensils that have been cleaned and sanitized shall be transported and stored in such a manner as to prevent contamination [Sec.81]
"
"3DAD19BE-4DC1-4698-BD52-3EE0DFFAA124","20160804","NFS42","Mechanical equipment shall be, so constructed, designed and maintained that, [Sec. 77(a)] 
"
"3DAD19BE-4DC1-4698-BD52-3EE0DFFAA124","20130621","",""
"3DAD19BE-4DC1-4698-BD52-3EE0DFFAA124","20120530","",""
"3DAD19BE-4DC1-4698-BD52-3EE0DFFAA124","20141216","",""
"3DAD19BE-4DC1-4698-BD52-3EE0DFFAA124","20100623","",""
"3DB29C69-1D57-4B38-9850-FF1EC51444F1","20160606","NFS41","A test reagent for determining the concentration of sanitizer and an accurate thermometer to determine the temperature of the sanitizing solution shall be readily available where the sanitizing takes place [Sec. 75(2)] 
"
"3DB72257-CCFF-4400-9665-5C21ED7323C5","20101108","",""
"3DB72257-CCFF-4400-9665-5C21ED7323C5","20101103","",""
"3DB82B71-A5AD-4EEA-9DDC-F76460BD5D0C","20090501","",""
"3DB82B71-A5AD-4EEA-9DDC-F76460BD5D0C","20110218","",""
"3DB82B71-A5AD-4EEA-9DDC-F76460BD5D0C","20160524","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3DBB4830-C7CA-4958-9909-3CADB65F591A","20150720","",""
"3DBB4830-C7CA-4958-9909-3CADB65F591A","20120208","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20090728","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20150729","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20140429","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20100915","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20150722","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20151125","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20151125","NFS12","Every food premise shall be provided with:
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20091102","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20100316","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20100922","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20100805","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20120815","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20100929","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20120417","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20100907","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20110322","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20140507","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20100810","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20131211","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20100806","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20101015","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20130410","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20150408","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160810","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160810","NFS03","Food is held at 4°C (40°F) or less [Sec.33] 
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160810","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160810","NFS15","Food containers that are multi-service articles shall [Sec. 29]
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160810","NFS26","Every operator or employee who handles or comes in contact with food or with any utensil used in the manufacture, storage, display, sale or offering for sale, preparation, processing or service of food shall,[Sec.65(1)]
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160810","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160810","NFS04","Thermometers used to verify food preparation and storage temperatures [Sec.33(14)] 
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20130802","",""
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160316","NFS03","Food is held at 4°C (40°F) or less [Sec.33] 
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160316","NFS15","Food containers that are multi-service articles shall [Sec. 29]
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160316","NFS10","Equipment and utensils with which food comes in direct contact shall be, [Sec. 19(1)] 
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160316","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160316","NFS45","Where a utensil is so large as to preclude washing and sanitizing by means of sinks or other machines, it shall be washed or scrubbed with a detergent solution, rinsed with clean water and, [Sec.82]
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20160316","NFS04","Thermometers used to verify food preparation and storage temperatures [Sec.33(14)] 
"
"3DC29B0E-5E22-42FB-9E70-0FA64E0D0E70","20100319","",""
"3DD352C3-E0E5-49DD-956B-FBEEC50D80E3","20130306","",""
"3DD352C3-E0E5-49DD-956B-FBEEC50D80E3","20130618","",""
"3DD352C3-E0E5-49DD-956B-FBEEC50D80E3","20101104","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20131004","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20120710","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20150303","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20130717","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20140728","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20151207","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20090427","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20140127","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20150807","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20130724","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20131016","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20131007","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20090825","",""
"3DDAAAB9-FF17-4F52-B68C-734E189742E0","20130212","",""
"3DE683E1-7258-48AF-814E-1B53BA581403","20130503","",""
"3DE683E1-7258-48AF-814E-1B53BA581403","20111207","",""
"3DE683E1-7258-48AF-814E-1B53BA581403","20130510","",""
"3DE683E1-7258-48AF-814E-1B53BA581403","20111214","",""
"3DE683E1-7258-48AF-814E-1B53BA581403","20140129","",""
"3DE683E1-7258-48AF-814E-1B53BA581403","20130103","",""
"3DE683E1-7258-48AF-814E-1B53BA581403","20130930","",""
"3DEE26AC-4C41-4897-B9F7-3533369548D9","20111014","",""
"3DEE26AC-4C41-4897-B9F7-3533369548D9","20110818","",""
"3E42AD45-17E0-4CEF-A972-1C7C5B96952F","20160205","NFS03","Food is held at 4°C (40°F) or less [Sec.33] 
"
"3E526040-6357-4C99-835B-28FA7308D461","20100414","",""
"3E526040-6357-4C99-835B-28FA7308D461","20100302","",""
"3E526040-6357-4C99-835B-28FA7308D461","20131202","",""
"3E526040-6357-4C99-835B-28FA7308D461","20140422","",""
"3E526040-6357-4C99-835B-28FA7308D461","20140827","",""
"3E526040-6357-4C99-835B-28FA7308D461","20121205","",""
"3E526040-6357-4C99-835B-28FA7308D461","20091106","",""
"3E526040-6357-4C99-835B-28FA7308D461","20150213","",""
"3E6C6E99-8D2E-4941-B466-C5EB23E3FFDD","20120403","",""
"3E834C0F-1FFD-4A85-9591-452A25813CAD","20100824","",""
"3E834C0F-1FFD-4A85-9591-452A25813CAD","20110428","",""
"3E834C0F-1FFD-4A85-9591-452A25813CAD","20090806","",""
"3E835A78-299D-445D-A24B-789583956AD5","20160706","NFS42","Mechanical equipment shall be, so constructed, designed and maintained that, [Sec. 77(a)] 
"
"3E835A78-299D-445D-A24B-789583956AD5","20160706","NFS41","A test reagent for determining the concentration of sanitizer and an accurate thermometer to determine the temperature of the sanitizing solution shall be readily available where the sanitizing takes place [Sec. 75(2)] 
"
"3E835A78-299D-445D-A24B-789583956AD5","20160713","NFS42","Mechanical equipment shall be, so constructed, designed and maintained that, [Sec. 77(a)] 
"
"3EA21856-09F7-49AB-BFF0-EE7A139AC09A","20160726","NFS40","Utensils shall be sanitized by, [Sec. 75(1)] 
"
"3EA21856-09F7-49AB-BFF0-EE7A139AC09A","20160726","NFS12","Every food premise shall be provided with:
"
"3EA21856-09F7-49AB-BFF0-EE7A139AC09A","20160726","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"3EA21856-09F7-49AB-BFF0-EE7A139AC09A","20160726","NFS11","Cutting boards, blocks, tables, bowls, platters and churns of hardwood or other materials may be used where,[Sec. 19(2)]
"
"3EA21856-09F7-49AB-BFF0-EE7A139AC09A","20160726","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3EA8C060-5C1A-4D80-8BD7-7643AEC9FA15","20110519","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20110812","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20120926","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20100805","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20131007","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20150918","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20111115","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20160115","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20160115","NFS36","Toxic and poisonous substances required for maintenance of sanitary conditions shall be, [Sec.63] 
"
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20120918","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20131015","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20150921","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20110815","",""
"3ED088D4-3007-4519-B9C3-8437B2437ECF","20111121","",""
"3ED0C707-E3C4-44F4-8120-83AFCDBAB5A3","20160706","NFS12","Every food premise shall be provided with:
"
"3ED0C707-E3C4-44F4-8120-83AFCDBAB5A3","20160628","NFS03","Food is held at 4°C (40°F) or less [Sec.33] 
"
"3ED0C707-E3C4-44F4-8120-83AFCDBAB5A3","20160628","NFS12","Every food premise shall be provided with:
"
"3EDE6175-BE80-4132-94AB-05DA5A680512","20110926","",""
"3EDE6175-BE80-4132-94AB-05DA5A680512","20160613","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"3EDE6175-BE80-4132-94AB-05DA5A680512","20160613","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"3EDE6175-BE80-4132-94AB-05DA5A680512","20111216","",""
"3EDE6175-BE80-4132-94AB-05DA5A680512","20120809","",""
"3EF3742F-5480-42F1-B948-B1E183A2E4A0","20090811","",""
"3EF3742F-5480-42F1-B948-B1E183A2E4A0","20090814","",""
"3EF3742F-5480-42F1-B948-B1E183A2E4A0","20150910","",""
"3EF3742F-5480-42F1-B948-B1E183A2E4A0","20140507","",""
"3EF3742F-5480-42F1-B948-B1E183A2E4A0","20160113","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3EF3742F-5480-42F1-B948-B1E183A2E4A0","20141127","",""
"3EF3742F-5480-42F1-B948-B1E183A2E4A0","20130429","",""
"3F00D02F-E0CA-4DA4-B6A4-5334555BE535","20140710","",""
"3F00D02F-E0CA-4DA4-B6A4-5334555BE535","20090115","",""
"3F00D02F-E0CA-4DA4-B6A4-5334555BE535","20120307","",""
"3F160E6F-CCF7-4EA1-BE3C-C79E87CC1C61","20140626","",""
"3F160E6F-CCF7-4EA1-BE3C-C79E87CC1C61","20140730","",""
"3F160E6F-CCF7-4EA1-BE3C-C79E87CC1C61","20140617","",""
"3F581788-B6A8-414B-A8E8-7C2429588F9C","20160113","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3F581788-B6A8-414B-A8E8-7C2429588F9C","20160113","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"3F581788-B6A8-414B-A8E8-7C2429588F9C","20160113","NFS33","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3F581788-B6A8-414B-A8E8-7C2429588F9C","20160113","NFS02","Every food premise shall be operated and maintained such that, the premises are free from every condition that may
"
"3F64910A-7E3F-4BA9-83CC-325F639D8253","20160405","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3F64910A-7E3F-4BA9-83CC-325F639D8253","20160405","NFS09","Any article or piece of equipment that is used for the manufacture, distributing, sale or offering for sale, preparation, processing, handling, transportation, storage or display of food shall be,[Sec. 18] 
"
"3F64910A-7E3F-4BA9-83CC-325F639D8253","20160405","NFS44","Utensils that have been cleaned and sanitized shall be transported and stored in such a manner as to prevent contamination [Sec.81]
"
"3F64910A-7E3F-4BA9-83CC-325F639D8253","20110729","",""
"3F6D2727-2A19-4679-A8A9-E8F98647371E","20160624","NFS40","Utensils shall be sanitized by, [Sec. 75(1)] 
"
"3F6D2727-2A19-4679-A8A9-E8F98647371E","20160624","NFS08","Hot holding: minimum of 60°C (140°F) after cooking / rapid re-heating [Sec.33] 
"
"3F6D2727-2A19-4679-A8A9-E8F98647371E","20160624","NFS04","Thermometers used to verify food preparation and storage temperatures [Sec.33(14)] 
"
"3F6D2727-2A19-4679-A8A9-E8F98647371E","20160630","NFS38","Equipment and facilities for the cleaning and sanitizing of utensils shall consist of, [Sec. 72(1)]
"
"3F6D2727-2A19-4679-A8A9-E8F98647371E","20160708","NFS38","Equipment and facilities for the cleaning and sanitizing of utensils shall consist of, [Sec. 72(1)]
"
"3F6D2727-2A19-4679-A8A9-E8F98647371E","20160708","NFS31","Frequency of garbage removal and wastes adequate to maintain the premises in a sanitary condition [Sec.57]
"
"3F81F94A-4B38-4F39-A6C1-C1A30D411EE9","20130212","",""
"3F81F94A-4B38-4F39-A6C1-C1A30D411EE9","20141017","",""
"3F81F94A-4B38-4F39-A6C1-C1A30D411EE9","20150414","",""
"3F81F94A-4B38-4F39-A6C1-C1A30D411EE9","20141009","",""
"3F81F94A-4B38-4F39-A6C1-C1A30D411EE9","20140625","",""
"3FBCF900-C251-41E5-BACF-B475592AC807","20160527","NFS12","Every food premise shall be provided with:
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160527","NFS04","Thermometers used to verify food preparation and storage temperatures [Sec.33(14)] 
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160527","NFS03","Food is held at 4°C (40°F) or less [Sec.33] 
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160527","NFS41","A test reagent for determining the concentration of sanitizer and an accurate thermometer to determine the temperature of the sanitizing solution shall be readily available where the sanitizing takes place [Sec. 75(2)] 
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160527","NFS37","Every food premise shall provide at least one sanitary facility for each sex and shall be,[Sec. 68]
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160527","NFS40","Utensils shall be sanitized by, [Sec. 75(1)] 
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160527","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160527","NFS28","Every operator or employee who handles or comes in contact with food or with any utensil used in the manufacture, storage, display, sale or offering for sale, preparation, processing or service of food shall,   [Sec.65(1)]
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160601","NFS04","Thermometers used to verify food preparation and storage temperatures [Sec.33(14)] 
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160601","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160601","NFS28","Every operator or employee who handles or comes in contact with food or with any utensil used in the manufacture, storage, display, sale or offering for sale, preparation, processing or service of food shall,   [Sec.65(1)]
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160601","NFS12","Every food premise shall be provided with:
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160601","NFS40","Utensils shall be sanitized by, [Sec. 75(1)] 
"
"3FBCF900-C251-41E5-BACF-B475592AC807","20160601","NFS41","A test reagent for determining the concentration of sanitizer and an accurate thermometer to determine the temperature of the sanitizing solution shall be readily available where the sanitizing takes place [Sec. 75(2)] 
"
"3FC3C870-AE01-4ECE-A8E1-3216300F0D5A","20120111","",""
"3FC3C870-AE01-4ECE-A8E1-3216300F0D5A","20140325","",""
"3FC3C870-AE01-4ECE-A8E1-3216300F0D5A","20161006","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"3FC3C870-AE01-4ECE-A8E1-3216300F0D5A","20161006","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"3FC3C870-AE01-4ECE-A8E1-3216300F0D5A","20090728","",""
"3FC3C870-AE01-4ECE-A8E1-3216300F0D5A","20111214","",""
"3FC3C870-AE01-4ECE-A8E1-3216300F0D5A","20100512","",""
"3FD2E5DA-A3D0-4433-9A59-448A41A1F06F","20110710","",""
"3FFDAB81-CB27-434D-843C-FE1BA719792D","20090309","",""
"3FFDAB81-CB27-434D-843C-FE1BA719792D","20140611","",""
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20120216","",""
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20130422","",""
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20130816","",""
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20111017","",""
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20120217","",""
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20160929","NFS28","Every operator or employee who handles or comes in contact with food or with any utensil used in the manufacture, storage, display, sale or offering for sale, preparation, processing or service of food shall,   [Sec.65(1)]
"
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20160929","NFS03","Food is held at 4°C (40°F) or less [Sec.33] 
"
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20160929","NFS44","Utensils that have been cleaned and sanitized shall be transported and stored in such a manner as to prevent contamination [Sec.81]
"
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20160929","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20110315","",""
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20111215","",""
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20160222","NFS37","Every food premise shall provide at least one sanitary facility for each sex and shall be,[Sec. 68]
"
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20160222","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20160222","NFS03","Food is held at 4°C (40°F) or less [Sec.33] 
"
"402AEBFA-5667-4EB8-B1E0-84FB276FBD0B","20120620","",""
"40387C18-3A44-425E-A44F-BFCB1886B174","20101123","",""
"40648C4D-64B3-41E0-9001-22C645893A68","20150901","",""
"4068F090-775B-4520-905E-0C2D37AEB66F","20110126","",""
"40A3EACC-886E-44BF-ACD6-4F46210CE17F","20160406","NFS33","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"40A7FF26-8AA5-4D4D-9FAD-BE112C06A0D1","20120209","",""
"40A7FF26-8AA5-4D4D-9FAD-BE112C06A0D1","20110218","",""
"40A7FF26-8AA5-4D4D-9FAD-BE112C06A0D1","20091218","",""
"40A7FF26-8AA5-4D4D-9FAD-BE112C06A0D1","20120206","",""
"40AD95A5-B0A8-4898-9EE6-180675719B36","20101125","",""
"40D348B5-F3C2-4049-87A6-90D28F51D887","20120625","",""
"40D348B5-F3C2-4049-87A6-90D28F51D887","20140924","",""
"40D348B5-F3C2-4049-87A6-90D28F51D887","20100519","",""
"40D348B5-F3C2-4049-87A6-90D28F51D887","20131112","",""
"40D348B5-F3C2-4049-87A6-90D28F51D887","20130508","",""
"40D348B5-F3C2-4049-87A6-90D28F51D887","20131016","",""
"40D348B5-F3C2-4049-87A6-90D28F51D887","20131015","",""
"40D348B5-F3C2-4049-87A6-90D28F51D887","20131018","",""
"40D348B5-F3C2-4049-87A6-90D28F51D887","20140715","",""
"40D348B5-F3C2-4049-87A6-90D28F51D887","20140123","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20141110","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20110601","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20100907","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20130416","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20160808","NFS13","Every food premise shall be provided with: 
"
"40FC2E47-398F-42AB-AE13-24AB248F679B","20160808","NFS14","All food shall be protected from contamination and adulteration [Sec. 26]
"
"40FC2E47-398F-42AB-AE13-24AB248F679B","20160808","NFS33","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
"40FC2E47-398F-42AB-AE13-24AB248F679B","20090814","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20100212","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20140630","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20130603","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20140627","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20140707","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20141106","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20100210","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20090813","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20120216","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20130415","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20120215","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20100217","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20090817","",""
"40FC2E47-398F-42AB-AE13-24AB248F679B","20120224","",""
"4109AD32-1001-4C96-961A-930F1A6A03AE","20110208","",""
"4109AD32-1001-4C96-961A-930F1A6A03AE","20120116","",""
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20121128","",""
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20160314","NFS41","A test reagent for determining the concentration of sanitizer and an accurate thermometer to determine the temperature of the sanitizing solution shall be readily available where the sanitizing takes place [Sec. 75(2)] 
"
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20160314","NFS42","Mechanical equipment shall be, so constructed, designed and maintained that, [Sec. 77(a)] 
"
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20120725","",""
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20150407","",""
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20141120","",""
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20110602","",""
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20110615","",""
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20110601","",""
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20121127","",""
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20110621","",""
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20160322","NFS42","Mechanical equipment shall be, so constructed, designed and maintained that, [Sec. 77(a)] 
"
"4117ED96-41D9-45C2-A5EB-DEECDAEB0E78","20160322","NFS41","A test reagent for determining the concentration of sanitizer and an accurate thermometer to determine the temperature of the sanitizing solution shall be readily available where the sanitizing takes place [Sec. 75(2)] 
"
"411EADE5-0D20-479A-80EF-26CF46778669","20101220","",""
"412E61B3-EB37-455F-8B75-331CB2C67D7A","20100427","",""
"412E61B3-EB37-455F-8B75-331CB2C67D7A","20140401","",""
"412E61B3-EB37-455F-8B75-331CB2C67D7A","20100504","",""
"412E61B3-EB37-455F-8B75-331CB2C67D7A","20091021","",""
"412E61B3-EB37-455F-8B75-331CB2C67D7A","20120306","",""
"413AF075-D49C-409A-BD04-B440A1D6535E","20100415","",""
"413AF075-D49C-409A-BD04-B440A1D6535E","20131216","",""
"413AF075-D49C-409A-BD04-B440A1D6535E","20141125","",""
"413AF075-D49C-409A-BD04-B440A1D6535E","20140819","",""
"413AF075-D49C-409A-BD04-B440A1D6535E","20100811","",""
"413AF075-D49C-409A-BD04-B440A1D6535E","20160603","NFS34","Every Operator of a food premise shall ensure that in respect of the food premise, [Sec. 59]
"
